,DistrictId,Rooms_square,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B,Price
2915,168,1.0,46.868225,1.0,5.8617096,0.0,0.0,45,0.34107193,27,5664,48,2300.0,3,11,0,1,0,1,0,1,183431.4
2916,72,0.33333334,97.49068,1.0,96.0,22.0,25.0,3,0.21047324,11,2398,2,1994.0,3,0,0,1,0,1,0,1,445074.97
2917,104,0.2369078,62.086353,0.7107234,5.0,9.0,9.0,52,0.21251535,19,3293,16,628.0,3,7,0,1,0,1,0,1,255033.73
2918,87,0.30518368,53.88148,0.61036736,8.0,10.0,17.0,33,0.10045574,43,7227,0,1106.1093,1,6,0,1,0,1,1,0,221859.55
2919,130,0.67950094,32.83684,0.67950094,6.0,3.0,9.0,53,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,210298.9
2920,38,0.33333334,90.34857,1.0,1.0,15.0,17.0,45,0.060753047,15,2787,2,520.0,0,7,0,1,0,1,0,1,413594.25
2921,53,0.23977362,53.246025,0.47954723,6.0,17.0,17.0,49,0.31392455,22,4625,11,3855.0,2,10,0,1,0,1,0,1,283908.62
2922,111,0.32226416,47.285603,0.6445283,5.0,3.0,5.0,51,0.13564979,46,7960,6,350.0,3,11,0,1,0,1,0,1,196611.81
2923,26,0.5633037,35.20946,0.5633037,7.0,15.0,16.0,53,0.19578105,23,5212,6,1106.1093,3,2,0,1,0,1,0,1,172615.66
2924,130,0.3121613,49.27917,0.6243226,5.0,2.0,5.0,57,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,198692.8
2925,39,0.3838483,47.022,0.3838483,12.0,12.0,17.0,14,0.42882583,25,5011,8,730.0,0,2,0,1,0,1,0,1,227713.9
2926,62,0.040781256,38.005974,0.040781256,1.0,13.0,15.0,5,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,107147.61
2927,111,0.31539193,53.86063,0.63078386,8.0,4.0,17.0,21,0.09344257,23,4635,5,3300.0,2,4,0,1,0,1,0,1,286341.22
2928,21,0.5243481,39.424805,0.5243481,7.0,5.0,17.0,17,0.034331497,25,5487,3,1106.1093,0,4,0,1,0,1,0,1,208314.08
2929,13,0.18209988,86.95743,0.54629964,10.0,14.0,16.0,19,0.0907991,74,19083,2,1106.1093,5,15,0,1,0,1,0,1,356962.2
2930,11,0.21918952,82.71563,0.6575686,8.0,4.0,5.0,64,0.22582495,41,6558,7,1548.0,3,2,1,0,0,1,0,1,302642.75
2931,208,0.31941864,53.121384,0.6388373,7.0,7.0,7.0,68,0.08194346,20,2738,20,1106.1093,1,4,0,1,0,1,0,1,428928.88
2932,6,0.034832485,43.612946,0.034832485,1.0,11.0,17.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,123985.0
2933,95,0.25558499,68.178925,0.51116997,11.0,5.0,5.0,86,0.34107193,27,5664,48,2300.0,3,11,0,1,0,1,0,1,374737.66
2934,85,0.33333334,105.44359,1.0,15.0,11.0,12.0,45,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,250727.27
2935,23,0.34040746,66.79384,0.6808149,9.0,17.0,17.0,4,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,167591.8
2936,6,0.31160668,54.843548,0.62321335,9.0,12.0,17.0,12,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,192023.08
2937,53,0.5886058,33.258972,0.5886058,6.0,6.0,12.0,50,0.31392455,22,4625,11,3855.0,2,10,0,1,0,1,0,1,201307.94
2938,34,0.3121709,97.450554,0.9365127,1.0,4.0,4.0,6,0.069753364,53,13670,4,1106.1093,1,11,0,1,0,1,0,1,347575.9
2939,106,0.29952884,62.914562,0.5990577,10.0,5.0,17.0,21,0.24603155,22,3151,4,2715.0,3,3,0,1,1,0,0,1,246745.72
2940,34,0.33333334,81.65298,1.0,1.0,1.0,1.0,45,0.069753364,53,13670,4,1106.1093,1,11,0,1,0,1,0,1,314648.97
2941,11,0.28250638,58.631805,0.56501275,9.0,4.0,16.0,44,0.000169676,36,5992,0,1106.1093,1,1,0,1,0,1,0,1,244105.86
2942,6,0.5,61.356762,1.0,1.0,9.0,17.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,167075.16
2943,8,0.23344074,68.51355,0.7003222,6.0,2.0,12.0,43,0.43788525,23,5735,3,1084.0,0,5,0,1,0,1,0,1,250072.8
2944,7,0.21394925,65.980286,0.4278985,20.0,6.0,18.0,13,0.13061781,39,10418,9,900.0,1,9,0,1,0,1,0,1,373291.34
2945,26,0.2695044,77.62115,0.5390088,14.0,11.0,30.0,12,0.0,36,6714,2,2672.0,0,2,0,1,0,1,0,1,418932.2
2946,28,0.47803324,39.562786,0.47803324,7.0,13.0,17.0,20,0.42882583,25,5011,8,730.0,0,2,0,1,0,1,0,1,173629.33
2947,90,0.33516887,54.068176,0.67033774,9.0,13.0,17.0,16,0.24603155,22,3151,4,2715.0,3,3,0,1,1,0,0,1,286576.56
2948,187,0.44239405,40.07578,0.44239405,10.0,8.0,16.0,18,0.041116353,53,14892,4,1106.1093,1,4,0,1,0,1,0,1,155012.2
2949,1,1.0,42.02378,1.0,1.0,14.0,20.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,151215.19
2950,2,0.3221895,57.32524,0.644379,9.0,16.0,16.0,42,0.13061781,39,10418,9,900.0,1,9,0,1,0,1,0,1,250332.23
2951,46,0.5938437,31.9114,0.5938437,5.0,4.0,5.0,56,0.18878376,31,6137,4,1106.1093,0,1,0,1,0,1,0,1,157112.12
2952,6,0.98254186,62.0076,0.98254186,1.0,1.0,1.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,195493.3
2953,34,0.60415494,38.549004,0.60415494,8.0,7.0,17.0,26,0.069753364,53,13670,4,1106.1093,1,11,0,1,0,1,0,1,177754.08
2954,101,0.325331,44.796093,0.650662,5.0,5.0,5.0,56,0.03869299,28,6533,1,1015.0,2,5,0,1,0,1,0,1,173498.19
2955,23,1.0,43.23878,1.0,1.0,12.0,25.0,45,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,129723.266
2956,12,0.5551528,40.80184,0.5551528,10.0,16.0,22.0,34,0.0907991,74,19083,2,1106.1093,5,15,0,1,0,1,0,1,184541.62
2957,62,0.011723041,86.2215,0.03516912,1.0,3.0,15.0,5,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,167544.25
2958,105,0.31359094,44.62136,0.6271819,5.0,8.0,9.0,49,0.040242765,25,3478,11,2729.0,3,1,0,1,0,1,0,1,211455.72
2959,139,0.21138102,66.7448,0.63414305,7.0,2.0,5.0,62,0.12209035,29,6566,7,1894.0,4,0,0,1,0,1,0,1,294520.66
2960,67,0.25859937,59.263203,0.51719874,8.0,6.0,24.0,15,0.10045574,43,7227,0,1106.1093,1,6,0,1,0,1,1,0,243328.5
2961,99,0.20727237,69.98245,0.6218171,9.0,4.0,14.0,44,0.03349371,66,10573,1,1322.0,3,8,0,1,0,1,0,1,239422.81
2962,67,0.26586074,50.91998,0.5317215,5.0,5.0,9.0,46,0.10045574,43,7227,0,1106.1093,1,6,0,1,0,1,1,0,200409.67
2963,1,0.97387934,42.95017,0.97387934,1.0,11.0,17.0,6,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,135101.94
2964,62,0.45416752,42.529934,0.45416752,11.0,10.0,14.0,5,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,116368.72
2965,9,0.5,65.712166,1.0,1.0,1.0,1.0,45,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,207533.36
2966,86,0.53374654,39.474663,0.53374654,9.0,5.0,12.0,12,0.16197556,31,7010,5,4508.0,3,7,0,1,1,0,0,1,177820.83
2967,53,0.35412118,60.721363,0.70824236,8.0,13.0,24.0,6,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,331938.9
2968,96,0.31803006,54.456097,0.6360601,9.0,7.0,17.0,17,0.041116353,53,14892,4,1106.1093,1,4,0,1,0,1,0,1,245334.69
2969,62,0.32710043,114.734474,0.98130125,112.0,3.0,3.0,7,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,315245.53
2970,46,0.33032084,55.350414,0.6606417,9.0,1.0,17.0,37,0.18878376,31,6137,4,1106.1093,0,1,0,1,0,1,0,1,201547.36
2971,61,0.2850693,56.29633,0.5701386,8.0,4.0,12.0,40,0.30032253,52,10311,6,1106.1093,1,9,0,1,0,1,0,1,258615.8
2972,129,0.23351185,67.60931,0.70053554,9.0,11.0,12.0,46,0.05194206,17,4017,7,800.0,2,0,0,1,0,1,0,1,198695.14
2973,93,0.5288684,38.833508,0.5288684,9.0,9.0,16.0,36,0.52186704,25,6149,0,1106.1093,0,0,0,1,0,1,0,1,144421.39
2974,62,0.33333334,89.5736,1.0,1.0,9.0,9.0,8,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,233681.47
2975,27,0.8633207,52.29677,0.8633207,9.0,3.0,12.0,3,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,140129.28
2976,96,0.18080701,88.88597,0.54242104,11.0,24.0,24.0,18,0.041116353,53,14892,4,1106.1093,1,4,0,1,0,1,0,1,386301.97
2977,52,0.33333334,79.75633,1.0,1.0,15.0,17.0,45,0.371149,34,7065,1,750.0,2,5,0,1,0,1,0,1,218452.8
2978,10,0.23776378,64.62384,0.71329135,7.0,12.0,12.0,48,0.08903972,33,7976,5,1106.1093,0,11,0,1,0,1,0,1,251464.95
2979,75,0.6175391,34.68362,0.6175391,5.0,5.0,5.0,61,0.12209035,29,6566,7,1894.0,4,0,0,1,0,1,0,1,147369.44
2980,1,1.0,41.35515,1.0,1.0,4.0,17.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,146037.55
2981,120,0.3216211,47.091415,0.6432422,5.0,9.0,9.0,50,0.34107193,27,5664,48,2300.0,3,11,0,1,0,1,0,1,219100.75
2982,115,0.3159918,55.372494,0.6319836,6.0,2.0,5.0,64,1.8e-09,16,3681,73,1815.0,2,5,0,1,0,1,0,1,362991.34
2983,113,0.3211596,45.86487,0.6423192,5.0,5.0,5.0,61,0.060753047,15,2787,2,520.0,0,7,0,1,0,1,0,1,204655.83
2984,17,0.2111085,79.933044,0.6333255,10.0,7.0,16.0,43,0.000991363,33,6783,3,1106.1093,1,9,0,1,0,1,0,1,381344.9
2985,23,0.19606122,30.152348,0.19606122,1.0,5.0,15.0,8,0.03465608,0,168,0,1106.1093,0,0,0,1,0,1,0,1,64530.703
2986,17,0.3343544,61.58495,0.6687088,9.0,8.0,8.0,61,0.0,25,5027,4,46.0,1,1,0,1,0,1,0,1,417268.8
2987,29,0.23238128,55.88505,0.69714385,5.0,2.0,5.0,62,0.086885266,10,2277,2,1547.0,0,0,0,1,0,1,0,1,194076.44
2988,44,0.2612891,58.28632,0.7838673,5.0,1.0,9.0,50,0.12219048,25,4724,2,1308.0,1,3,0,1,0,1,0,1,237414.12
2989,30,1.0,42.19457,1.0,1.0,1.0,1.0,45,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,129198.86
2990,6,0.4958303,64.39362,0.9916606,1.0,17.0,17.0,8,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,174698.97
2991,28,0.5050722,36.438282,0.5050722,7.0,5.0,5.0,64,0.11853738,30,6207,1,1183.0,1,0,0,1,0,1,0,1,160891.08
2992,6,0.5,65.409966,1.0,1.0,1.0,1.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,191205.27
2993,85,0.49814433,41.86619,0.49814433,10.0,6.0,22.0,35,0.03717782,52,11217,1,2300.0,1,7,0,1,0,1,0,1,244361.52
2994,128,0.30982888,55.358456,0.61965775,11.0,3.0,19.0,22,0.0,27,4798,0,30.0,2,8,0,1,0,1,0,1,238229.03
2995,27,0.5,65.687004,1.0,1.0,1.0,1.0,45,0.017647052,2,469,0,1106.1093,0,0,0,1,0,1,0,1,198730.69
2996,100,0.33023202,45.684715,0.66046405,5.0,9.0,9.0,50,0.20014681,23,3975,8,770.0,2,0,0,1,0,1,0,1,241669.14
2997,61,0.52568054,42.614334,0.52568054,8.0,1.0,12.0,37,0.30032253,52,10311,6,1106.1093,1,9,0,1,0,1,0,1,183186.4
2998,84,0.18750894,70.51511,0.5625268,5.0,5.0,5.0,66,0.14966637,22,4789,2,4087.0,4,1,0,1,0,1,0,1,281272.44
2999,6,1.0,43.075115,1.0,1.0,15.0,25.0,6,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,155981.39
3000,137,0.29812312,64.87732,0.59624624,8.0,8.0,8.0,66,0.20014681,23,3975,8,770.0,2,0,0,1,0,1,0,1,90930.8
3001,13,0.4855149,42.66048,0.4855149,8.0,12.0,12.0,18,0.0907991,74,19083,2,1106.1093,5,15,0,1,0,1,0,1,179353.5
3002,113,0.25795856,68.0718,0.5159171,10.0,22.0,22.0,20,0.050755568,24,5469,1,145.0,0,1,0,1,0,1,0,1,354783.1
3003,124,0.21076907,84.89575,0.63230723,8.0,4.0,9.0,64,0.16909109,19,3856,10,1106.1093,2,5,0,1,0,1,0,1,524131.66
3004,44,0.27836314,46.20956,0.5567263,6.0,3.0,16.0,48,0.12219048,25,4724,2,1308.0,1,3,0,1,0,1,0,1,232586.77
3005,89,0.21457422,73.91662,0.64372265,8.0,4.0,15.0,51,0.0,25,5027,4,46.0,1,1,0,1,0,1,0,1,467642.0
3006,90,0.28303066,42.507046,0.5660613,6.0,12.0,12.0,53,0.26508868,37,5288,0,1937.0,3,2,0,1,0,1,0,1,193286.0
3007,84,0.25399068,54.94966,0.76197207,6.0,2.0,5.0,60,0.006076152,30,5285,0,645.0,6,6,0,1,0,1,0,1,235946.89
3008,11,0.69828695,32.384,0.69828695,6.0,9.0,9.0,50,0.000169676,36,5992,0,1106.1093,1,1,0,1,0,1,0,1,151026.16
3009,27,0.52348703,43.154324,0.52348703,10.0,13.0,17.0,9,0.21140121,9,1892,0,1106.1093,0,1,0,1,0,1,0,1,66242.6
3010,6,0.27760452,56.055824,0.55520904,9.0,5.0,17.0,11,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,85423.59
3011,9,0.32432786,86.39226,0.97298354,1.0,6.0,6.0,5,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,235852.75
3012,13,0.32209688,55.83275,0.64419377,9.0,17.0,17.0,23,0.0907991,74,19083,2,1106.1093,5,15,0,1,0,1,0,1,241068.9
3013,96,0.6152,38.625072,0.6152,8.0,16.0,17.0,25,0.041116353,53,14892,4,1106.1093,1,4,0,1,0,1,0,1,171461.0
3014,27,0.9752454,32.4818,0.9752454,5.8617096,10.0,25.0,45,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,99838.19
3015,21,0.22683997,59.101257,0.68051994,5.0,5.0,5.0,64,0.034331497,25,5487,3,1106.1093,0,4,0,1,0,1,0,1,149240.73
3016,6,1.0,44.965492,1.0,1.0,5.0,17.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,124480.62
3017,3,0.20264904,74.705696,0.6079471,8.0,9.0,14.0,25,0.26508868,37,5288,0,1937.0,3,2,0,1,0,1,0,1,402216.53
3018,5,0.111703515,45.98925,0.111703515,1.0,1.0,1.0,7,0.15081754,16,3433,4,2643.0,4,5,0,1,0,1,0,1,282277.5
3019,178,0.18318494,82.62372,0.73273975,7.0,3.0,7.0,62,0.4605564,20,4386,14,1106.1093,1,5,0,1,0,1,0,1,380689.47
3020,93,0.49862525,39.45827,0.49862525,10.0,5.0,21.0,9,0.050900057,43,10621,1,30.0,2,3,0,1,0,1,0,1,137045.06
3021,14,0.63711977,36.79657,0.63711977,9.0,12.0,12.0,48,0.042031586,37,6856,84,1940.0,2,5,0,1,0,1,0,1,179619.36
3022,9,0.048390165,43.25945,0.048390165,1.0,1.0,1.0,45,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,129781.34
3023,27,1.0,29.563429,1.0,1.0,12.0,19.0,45,0.21140121,9,1892,0,1106.1093,0,1,0,1,0,1,0,1,78119.88
3024,27,0.44756982,39.861633,0.44756982,12.0,7.0,25.0,9,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,103567.516
3025,67,0.33092946,47.65601,0.6618589,6.0,4.0,9.0,45,0.10045574,43,7227,0,1106.1093,1,6,0,1,0,1,1,0,195384.72
3026,169,0.33333334,78.1195,1.0,1.0,4.0,16.0,7,0.1789168,18,3594,4,192.0,1,5,0,1,0,1,0,1,326786.7
3027,13,0.50164104,41.838833,0.50164104,10.0,8.0,22.0,24,0.0907991,74,19083,2,1106.1093,5,15,0,1,0,1,0,1,184648.56
3028,27,1.0,37.722973,1.0,1.0,16.0,22.0,45,0.21140121,9,1892,0,1106.1093,0,1,0,1,0,1,0,1,101776.65
3029,152,0.33472672,39.12201,0.66945344,7.0,8.0,9.0,57,0.042031586,37,6856,84,1940.0,2,5,0,1,0,1,0,1,240474.06
3030,48,0.5646577,39.098713,0.5646577,8.0,2.0,12.0,39,0.041124634,46,9515,5,1106.1093,1,10,0,1,0,1,0,1,198493.97
3031,22,0.46732664,64.45515,0.9346533,1.0,7.0,17.0,45,0.11853738,30,6207,1,1183.0,1,0,0,1,0,1,0,1,188075.03
3032,63,0.3554033,46.323406,0.7108066,5.0,5.0,5.0,59,0.23861714,26,3889,6,705.0,3,6,0,1,0,1,0,1,239024.89
3033,27,0.46215722,35.414192,0.46215722,9.0,3.0,12.0,23,0.041116353,53,14892,4,1106.1093,1,4,0,1,0,1,0,1,148427.45
3034,45,0.32371056,45.857594,0.6474211,5.0,3.0,5.0,61,0.014423114,19,3806,4,1106.1093,0,3,0,1,0,1,0,1,196486.58
3035,1,1.0,42.375114,1.0,1.0,16.0,17.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,161634.19
3036,23,1.0,42.603043,1.0,5.8617096,8.0,17.0,45,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,111728.62
3037,27,1.0,41.674965,1.0,5.8617096,14.0,19.0,45,0.21140121,9,1892,0,1106.1093,0,1,0,1,0,1,0,1,97494.67
3038,109,0.25405544,62.38871,0.5081109,9.0,14.0,24.0,13,0.1363303,30,6141,10,262.0,3,6,0,1,0,1,0,1,408520.97
3039,23,0.33333334,77.59831,1.0,1.0,9.0,25.0,45,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,208372.83
3040,7,0.23569803,76.01298,0.47139606,11.0,14.0,16.0,26,0.035145268,42,9292,3,2620.0,0,3,0,1,0,1,0,1,339743.47
3041,41,0.21046637,69.39119,0.6313991,8.0,12.0,16.0,41,0.1278116,28,7287,5,320.0,1,3,0,1,0,1,0,1,321152.8
3042,48,0.33333334,97.66491,1.0,1.0,16.0,16.0,7,0.041124634,46,9515,5,1106.1093,1,10,0,1,0,1,0,1,469123.88
3043,114,0.61674523,33.98965,0.61674523,4.0,5.0,12.0,56,0.32701802,12,2270,23,2500.0,1,0,0,1,0,1,0,1,187288.0
3044,100,0.23275459,69.82364,0.69826376,8.0,2.0,8.0,62,0.20014681,23,3975,8,770.0,2,0,0,1,0,1,0,1,442173.47
3045,27,0.036913708,40.288834,0.036913708,5.8617096,0.0,0.0,6,0.21140121,9,1892,0,1106.1093,0,1,0,1,0,1,0,1,95779.61
3046,33,0.5,66.16019,1.0,1.0,1.0,1.0,45,0.23610845,16,3893,27,1106.1093,3,10,0,1,0,1,0,1,300917.5
3047,3,0.3328513,51.23135,0.6657026,8.0,13.0,17.0,33,0.26508868,37,5288,0,1937.0,3,2,0,1,0,1,0,1,267947.7
3048,133,0.27983442,65.39927,0.55966884,6.0,1.0,11.0,65,0.31980935,25,4756,16,2857.0,5,8,0,1,0,1,0,1,283974.78
3049,80,0.28793207,56.093586,0.57586414,8.0,16.0,17.0,38,0.0,39,8647,0,810.0,0,5,0,1,0,1,0,1,241209.58
3050,123,0.29963562,56.295433,0.59927124,9.0,5.0,17.0,15,0.0,47,11319,0,1145.0,3,5,0,1,0,1,0,1,316077.44
3051,101,0.29368195,38.946087,0.5873639,7.0,4.0,9.0,57,0.22582495,41,6558,7,1548.0,3,2,1,0,0,1,0,1,206442.23
3052,59,0.3035905,59.83872,0.607181,1.0,24.0,25.0,9,0.30947912,35,7715,4,990.0,0,6,0,1,0,1,0,1,320070.5
3053,1,0.33333334,80.95064,1.0,1.0,13.0,17.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,261980.75
3054,27,0.9704463,42.656357,0.9704463,10.0,12.0,18.0,8,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,74403.555
3055,94,0.59379554,32.51037,0.59379554,6.0,7.0,9.0,47,0.1273759,43,8429,3,1106.1093,3,9,0,1,0,1,0,1,141468.23
3056,27,0.4871421,42.664818,0.4871421,8.0,2.0,6.0,23,0.041116353,53,14892,4,1106.1093,1,4,0,1,0,1,0,1,170764.31
3057,44,0.23672359,55.513542,0.71017075,6.0,3.0,9.0,10,0.036122292,24,4378,0,1036.0,1,1,0,1,0,1,0,1,142037.27
3058,62,1.0,44.92664,1.0,5.8617096,0.0,0.0,45,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,111077.695
3059,59,0.93848336,46.901814,0.93848336,10.0,13.0,21.0,4,0.019508796,37,7687,11,176.0,5,5,0,1,0,1,0,1,298166.4
3060,38,0.987689,98.41264,0.987689,1.0,1.0,1.0,45,0.060753047,15,2787,2,520.0,0,7,0,1,0,1,0,1,434949.4
3061,99,0.20021848,74.52176,0.60065544,10.0,11.0,17.0,28,0.03349371,66,10573,1,1322.0,3,8,0,1,0,1,0,1,332722.9
3062,9,0.56352866,39.297356,0.56352866,9.0,19.0,22.0,32,0.13624443,11,2370,0,1106.1093,0,1,0,1,0,1,0,1,139162.56
3063,24,0.5,51.954624,1.0,5.8617096,0.0,0.0,45,0.11162739,50,12238,8,1970.0,2,3,0,1,0,1,0,1,296550.56
3064,44,0.30282685,59.449467,0.6056537,8.0,4.0,5.0,59,0.036122292,24,4378,0,1036.0,1,1,0,1,0,1,0,1,232379.31
3065,12,0.5253598,41.24541,0.5253598,10.0,10.0,22.0,33,0.0907991,74,19083,2,1106.1093,5,15,0,1,0,1,0,1,196082.48
3066,90,0.39966342,48.407574,0.39966342,8.0,5.0,15.0,49,0.26508868,37,5288,0,1937.0,3,2,0,1,0,1,0,1,91329.61
3067,91,0.3202217,45.479588,0.6404434,5.0,5.0,9.0,54,0.33389154,30,6564,1,1106.1093,0,0,0,1,0,1,0,1,225782.81
3068,27,0.5,56.545116,1.0,1.0,7.0,17.0,6,0.011654127,4,915,0,1106.1093,0,0,0,1,0,1,0,1,136395.97
3069,46,0.32483995,46.06936,0.6496799,5.0,7.0,9.0,53,0.0,47,11319,0,1145.0,3,5,0,1,0,1,0,1,224176.47
3070,9,0.2820602,52.30066,0.5641204,8.0,17.0,22.0,31,0.13624443,11,2370,0,1106.1093,0,1,0,1,0,1,0,1,195430.03
3071,17,0.22113687,72.8209,0.6634106,7.0,7.0,19.0,52,0.0,18,3374,5,620.0,1,2,0,1,0,1,0,1,368177.5
3072,54,0.009439143,74.74731,0.018878287,1.0,7.0,22.0,45,0.006076152,30,5285,0,645.0,6,6,0,1,0,1,0,1,431137.94
3073,111,0.4936438,39.08134,0.4936438,7.0,4.0,16.0,41,0.09344257,23,4635,5,3300.0,2,4,0,1,0,1,0,1,213835.77
3074,48,0.28293672,53.789158,0.56587344,8.0,11.0,12.0,38,0.041124634,46,9515,5,1106.1093,1,10,0,1,0,1,0,1,328899.97
3075,119,0.23862177,54.569412,0.7158653,5.0,5.0,5.0,56,0.000995363,42,7651,1,1106.1093,1,5,0,1,0,1,0,1,182752.5
3076,91,0.32615507,46.719345,0.65231013,5.0,7.0,12.0,50,0.33389154,30,6564,1,1106.1093,0,0,0,1,0,1,0,1,194439.95
3077,108,0.36388695,37.883575,0.7277739,4.0,8.0,8.0,62,0.0,25,5027,4,46.0,1,1,0,1,0,1,0,1,236829.17
3078,59,0.36012173,44.347202,0.72024345,6.0,9.0,9.0,51,0.019508796,37,7687,11,176.0,5,5,0,1,0,1,0,1,285165.9
3079,1,0.46624306,67.75584,0.9324861,9.0,8.0,17.0,6,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,210234.1
3080,67,0.6202203,36.117893,0.6202203,9.0,10.0,16.0,41,0.10045574,43,7227,0,1106.1093,1,6,0,1,0,1,1,0,168713.62
3081,58,0.32007125,80.826935,0.9602137,10.0,6.0,17.0,23,0.050755568,24,5469,1,145.0,0,1,0,1,0,1,0,1,338474.75
3082,27,0.51464415,43.52813,0.51464415,1.0,8.0,17.0,8,0.017647052,2,469,0,1106.1093,0,0,0,1,0,1,0,1,129628.805
3083,6,1.0,38.385582,1.0,1.0,3.0,17.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,121189.93
3084,112,0.68273854,20.213127,0.68273854,3.0,5.0,9.0,48,0.06966034,31,6119,4,1106.1093,1,2,0,1,0,1,0,1,113050.23
3085,6,0.33333334,83.718124,1.0,1.0,6.0,17.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,221395.3
3086,52,0.33333334,81.43962,1.0,1.0,17.0,17.0,45,0.371149,34,7065,1,750.0,2,5,0,1,0,1,0,1,177875.7
3087,28,0.690101,31.695631,0.690101,6.0,8.0,8.0,58,0.11853738,30,6207,1,1183.0,1,0,0,1,0,1,0,1,154860.03
3088,23,0.5,63.589962,1.0,1.0,1.0,1.0,45,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,144708.8
3089,88,0.32162356,44.652912,0.6432471,5.0,10.0,12.0,48,0.1273759,43,8429,3,1106.1093,3,9,0,1,0,1,0,1,207534.66
3090,105,0.52651435,34.571804,0.52651435,6.0,8.0,9.0,47,0.06966034,31,6119,4,1106.1093,1,2,0,1,0,1,0,1,177058.12
3091,32,0.66751945,33.782207,0.66751945,6.0,9.0,9.0,52,0.13564979,46,7960,6,350.0,3,11,0,1,0,1,0,1,159383.98
3092,27,0.5,55.883114,1.0,10.0,12.0,17.0,5,0.011654127,4,915,0,1106.1093,0,0,0,1,0,1,0,1,153968.4
3093,47,0.5316308,38.62349,0.5316308,7.0,6.0,14.0,16,0.19736795,8,2423,1,32.0,0,1,0,1,0,1,0,1,162818.72
3094,32,0.2157016,77.101494,0.6471048,10.0,9.0,16.0,38,0.13564979,46,7960,6,350.0,3,11,0,1,0,1,0,1,409862.4
3095,54,0.2395644,68.17371,0.7186932,8.0,1.0,4.0,72,0.006076152,30,5285,0,645.0,6,6,0,1,0,1,0,1,160694.58
3096,1,0.33333334,79.210014,1.0,10.0,7.0,17.0,6,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,219759.36
3097,35,1.0,46.287193,1.0,1.0,12.0,12.0,7,0.08903972,33,7976,5,1106.1093,0,11,0,1,0,1,0,1,195895.98
3098,58,1.0,56.072582,1.0,1.0,4.0,9.0,45,0.43788525,23,5735,3,1084.0,0,5,0,1,0,1,0,1,118415.0
3099,96,0.5338671,39.583736,0.5338671,10.0,8.0,16.0,18,0.041116353,53,14892,4,1106.1093,1,4,0,1,0,1,0,1,154045.56
3100,27,0.51651394,45.202793,0.51651394,1.0,6.0,17.0,9,0.01405792,1,290,0,1106.1093,0,0,0,1,0,1,0,1,80178.57
